Survived,Pclass,Sex,Age,Fare,RecordedCabinNumber,isAlone,Embarked_C,Embarked_Q,Embarked_S,Titles_Master,Titles_Military,Titles_Miss,Titles_Mr,Titles_Mrs,Titles_Other,Titles_Royal
1.0,3,1,0.33400351847197784,0.9017306917292187,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.38426740387031916,0.9432471251378617,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,1,1,0.4847951746670017,0.0,1,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.22090977632571,0.9432471251378617,0,1.0,0,0,1,0,0,1,0,0,0,0
0.0,2,1,0.4847951746670017,1.146128035678238,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.4093993465694898,1.7331972651065695,1,0.0,0,0,1,0,0,0,0,1,0,0
0.0,3,1,0.32143754712239253,0.9487796137378227,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.4847951746670017,1.400537989391946,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,2,1,0.4345312892686604,1.0606978403536116,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.0701181201306861,1.5088662509384578,0,0.0,0,0,1,0,0,1,0,0,0,0
0.0,3,1,0.3779844181955265,0.9566485792052033,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,1,1,0.37170143252073384,0.0,1,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.2837396330736366,0.9506082247842308,0,1.0,0,0,1,0,0,1,0,0,0,0
0.0,2,1,0.38426740387031916,1.579831594933373,0,0.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.5350590600653431,0.8721562727482929,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.12038200552902739,1.4608978427565478,0,0.0,0,0,1,1,0,0,0,0,0,0
1.0,1,0,0.648152802211611,1.975431808509263,1,0.0,0,0,1,0,0,0,0,1,0,0
1.0,3,1,0.33400351847197784,0.9850895069263813,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,1,1,0.4722292033174164,0.0,0,1.0,0,0,1,0,0,0,0,0,1,0
1.0,3,0,0.33400351847197784,1.1295287738587763,1,0.0,0,0,1,0,0,0,0,1,0,0
0.0,3,1,0.01985423473234481,1.6094610059122672,0,0.0,0,0,1,1,0,0,0,0,0,0
0.0,3,1,0.37170143252073384,0.9003671286564703,0,1.0,0,1,0,0,0,0,1,0,0,0
0.0,3,1,0.37170143252073384,1.75963612115147,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,2,1,0.007288263382759488,1.579831594933373,0,0.0,1,0,0,1,0,0,0,0,0,0
1.0,3,1,0.37170143252073384,0.9420080530223133,0,1.0,0,1,0,0,0,0,1,0,0,0
1.0,3,0,0.18321186227695402,1.1890465283525415,0,0.0,1,0,0,0,0,0,0,1,0,0
1.0,2,1,0.005152048253329982,1.295567099962479,0,0.0,0,0,1,1,0,0,0,0,0,0
0.0,3,1,0.37170143252073384,0.9153576174148317,0,1.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.2837396330736366,0.9471493276626374,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.22090977632571,0.9684829485539351,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.4847951746670017,1.9250969541376577,1,0.0,1,0,0,0,0,1,0,0,0,0
0.0,3,1,0.2586076903744659,0.9850895069263813,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.37170143252073384,0.9566485792052033,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,3,1,0.39683337521990447,1.75963612115147,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,1,0.37170143252073384,1.4871383754771865,1,1.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.24604171902488062,0.9506082247842308,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,2,1,0.19577783362653933,1.0606978403536116,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.37170143252073384,1.505149978319906,0,1.0,1,0,0,0,0,1,0,0,0,0
0.0,3,1,0.4282483035938678,0.871426978736606,0,1.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.20834380497612465,0.9850895069263813,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.5224930887157577,0.9319661147281727,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.37170143252073384,1.8484970180903666,0,0.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.4345312892686604,0.9491850103134346,0,1.0,1,0,0,0,0,0,1,0,0,0
0.0,2,1,0.34656948982156316,1.5314789170422551,0,0.0,0,0,1,0,0,0,0,0,1,0
1.0,1,0,0.4345312892686604,1.9547450350890707,1,0.0,1,0,0,0,0,0,0,1,0,0
0.0,3,1,0.04498617743151546,1.5088662509384578,0,0.0,0,0,1,1,0,0,0,0,0,0
0.0,3,1,0.9246041719024881,0.9432471251378617,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.10781603417944208,1.2107411023865056,0,0.0,1,0,0,0,0,1,0,0,0,0
1.0,1,0,0.19577783362653933,1.606381365110605,1,0.0,0,0,1,0,0,1,0,0,0,0
0.0,2,0,0.5476250314149284,1.4313637641589874,0,0.0,0,0,1,0,0,0,0,1,0,0
1.0,3,0,0.22090977632571,1.0149403497929366,0,0.0,0,0,1,0,0,0,0,1,0,0
1.0,1,0,0.5601910027645137,2.219759204240921,0,0.0,0,0,1,0,0,0,0,1,0,0
1.0,1,1,0.6355868308620256,1.440121603187804,1,1.0,0,0,1,0,0,0,1,0,0,0
1.0,3,0,0.2963056044232219,1.3066029982011584,0,0.0,1,0,0,0,0,0,0,1,0,0
0.0,3,1,0.37170143252073384,0.9153576174148317,0,1.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.5099271173661725,1.1792155998681575,0,0.0,0,0,1,0,0,0,1,0,0,0
0.0,2,1,0.2586076903744659,1.0969100130080565,0,0.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.5978889168132697,1.4302234517870693,1,1.0,0,0,1,0,0,0,0,1,0,0
0.0,3,0,0.2586076903744659,1.8484970180903666,0,0.0,0,0,1,0,0,1,0,0,0,0
0.0,2,1,0.2963056044232219,1.146128035678238,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,2,0,0.5224930887157577,1.146128035678238,0,1.0,0,0,1,0,0,0,0,1,0,0
1.0,2,0,0.33400351847197784,1.1719691228260605,0,0.0,1,0,0,0,0,1,0,0,0,0
0.0,1,1,0.38426740387031916,1.7117718094061185,1,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.37170143252073384,1.021189299069938,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,3,1,0.04498617743151546,1.083978935811046,0,0.0,0,0,1,1,0,0,0,0,0,0
0.0,3,1,0.32143754712239253,0.9491850103134346,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.5853229454636844,1.7287935361444735,1,0.0,0,0,1,0,0,0,0,1,0,0
0.0,1,1,0.4093993465694898,0.7781512503836436,1,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.5853229454636844,1.0,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,2,0,0.34656948982156316,1.3979400086720377,0,0.0,1,0,0,0,0,0,0,1,0,0
1.0,3,0,0.18321186227695402,0.9151359066220119,0,1.0,1,0,0,0,0,1,0,0,0,0
0.0,3,1,0.24604171902488062,1.035261591644962,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.2334757476752953,0.9491850103134346,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.37170143252073384,0.9491850103134346,0,1.0,0,0,1,0,0,0,1,0,0,0
1.0,1,0,0.6984166876099522,1.9250969541376577,1,0.0,1,0,0,0,0,0,0,1,0,0
1.0,2,0,0.3088715757728072,1.4313637641589874,0,0.0,0,0,1,0,0,0,0,1,0,0
0.0,3,1,0.4093993465694898,0.9491850103134346,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.2711736617240512,1.0613280539915777,0,1.0,0,0,1,0,0,1,0,0,0,0
0.0,2,1,0.34656948982156316,1.0606978403536116,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,1,0.3088715757728072,0.9057958803678685,0,1.0,0,0,1,0,0,0,1,0,0,0
0.0,3,0,0.4847951746670017,1.4789270555829248,0,0.0,0,1,0,0,0,0,0,1,0,0
0.0,2,1,0.33400351847197784,1.146128035678238,0,1.0,0,0,1,0,0,0,0,0,1,0
1.0,1,0,0.2334757476752953,1.4913616938342726,1,1.0,0,0,1,0,0,1,0,0,0,0
0.0,3,0,0.2586076903744659,1.388278863459639,0,0.0,0,0,1,0,0,1,0,0,0,0
1.0,1,1,0.32143754712239253,1.4913616938342726,1,1.0,1,0,0,0,0,0,1,0,0,0
0.0,3,1,0.39683337521990447,0.9420080530223133,0,1.0,0,1,0,0,0,0,1,0,0,0
